host;Trigger
SRV0678;"{"jsonrpc":"2.0","result":[{"triggerid":"114373","description":"Zabbix agent is unreachable since 5 minutes"},{"triggerid":"114375","description":"{HOSTNAME} is unreachable"},{"triggerid":"114410","description":"AOS PRE Availability"},{"triggerid":"392510","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336855","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424800","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425536","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"114388","description":"Service: DNS Client is not running"},{"triggerid":"114389","description":"Service: Event log is not running"},{"triggerid":"114390","description":"Service: Server is not running"},{"triggerid":"114409","description":"Service: Microsoft Dynamics AX Object Server 6.2$01-AX2012R2_PRE_AOS is not running"},{"triggerid":"114391","description":"Service: Remote Procedure Call is not running"},{"triggerid":"114392","description":"Service: Task Scheduler is not running"},{"triggerid":"426272","description":"SentinelAgent service is down"},{"triggerid":"114393","description":"Service: Print Spooler is not running"},{"triggerid":"114396","description":"CPU System > 70% since 10min on {HOSTNAME}"},{"triggerid":"114397","description":"CPU System > 90% in last 15min"},{"triggerid":"114400","description":"{HOSTNAME} has just been restarted"},{"triggerid":"393235","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337556","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"114489","description":"Less than 1 Go disk space on {HOSTNAME} in volume C:"},{"triggerid":"114491","description":"Less than 5% disk space on {HOSTNAME} in volume C:"}],"id":1}"
SRV0679;"{"jsonrpc":"2.0","result":[{"triggerid":"114412","description":"Zabbix agent is unreachable since 5 minutes"},{"triggerid":"114414","description":"{HOSTNAME} is unreachable"},{"triggerid":"114449","description":"AOS PRE Availability"},{"triggerid":"392511","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336856","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424801","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425537","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"114427","description":"Service: DNS Client is not running"},{"triggerid":"114428","description":"Service: Event log is not running"},{"triggerid":"114429","description":"Service: Server is not running"},{"triggerid":"114448","description":"Service: Microsoft Dynamics AX Object Server 6.2$01-AX2012R2_PREPROD_AOS is not running"},{"triggerid":"220502","description":"AOS service is down"},{"triggerid":"114430","description":"Service: Remote Procedure Call is not running"},{"triggerid":"114431","description":"Service: Task Scheduler is not running"},{"triggerid":"426273","description":"SentinelAgent service is down"},{"triggerid":"114432","description":"Service: Print Spooler is not running"},{"triggerid":"114435","description":"CPU System > 70% since 10min on {HOSTNAME}"},{"triggerid":"114436","description":"CPU System > 90% in last 15min"},{"triggerid":"114439","description":"{HOSTNAME} has just been restarted"},{"triggerid":"393236","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337557","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"114492","description":"Less than 1 Go disk space on {HOSTNAME} in volume C:"},{"triggerid":"114494","description":"Less than 5% disk space on {HOSTNAME} in volume C:"}],"id":1}"
SRV0680;"{"jsonrpc":"2.0","result":[{"triggerid":"114451","description":"Zabbix agent is unreachable since 5 minutes"},{"triggerid":"114453","description":"{HOSTNAME} is unreachable"},{"triggerid":"114488","description":"AOS PRE Availability"},{"triggerid":"392512","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336857","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424802","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425538","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"114466","description":"Service: DNS Client is not running"},{"triggerid":"114467","description":"Service: Event log is not running"},{"triggerid":"114468","description":"Service: Server is not running"},{"triggerid":"114487","description":"Service: Microsoft Dynamics AX Object Server 6.2$01-AX2012R2_PREPROD_AOS is not running"},{"triggerid":"220503","description":"AOS service is down"},{"triggerid":"114469","description":"Service: Remote Procedure Call is not running"},{"triggerid":"114470","description":"Service: Task Scheduler is not running"},{"triggerid":"426274","description":"SentinelAgent service is down"},{"triggerid":"114471","description":"Service: Print Spooler is not running"},{"triggerid":"114474","description":"CPU System > 70% since 10min on {HOSTNAME}"},{"triggerid":"114475","description":"CPU System > 90% in last 15min"},{"triggerid":"114478","description":"{HOSTNAME} has just been restarted"},{"triggerid":"393237","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337558","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"114495","description":"Less than 1 Go disk space on {HOSTNAME} in volume C:"},{"triggerid":"114497","description":"Less than 5% disk space on {HOSTNAME} in volume C:"}],"id":1}"
SRV0653;"{"jsonrpc":"2.0","result":[{"triggerid":"114499","description":"Zabbix agent is unreachable since 5 minutes"},{"triggerid":"114532","description":"{HOSTNAME} is unreachable"},{"triggerid":"114501","description":"{HOSTNAME} is unreachable"},{"triggerid":"392513","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336858","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424803","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425539","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"114514","description":"Service: DNS Client is not running"},{"triggerid":"114515","description":"Service: Event log is not running"},{"triggerid":"114516","description":"Service: Server is not running"},{"triggerid":"114517","description":"Service: Remote Procedure Call is not running"},{"triggerid":"114518","description":"Service: Task Scheduler is not running"},{"triggerid":"426275","description":"SentinelAgent service is down"},{"triggerid":"114519","description":"Service: Print Spooler is not running"},{"triggerid":"114522","description":"CPU System > 70% since 10min on {HOSTNAME}"},{"triggerid":"114523","description":"CPU System > 90% in last 15min"},{"triggerid":"114526","description":"{HOSTNAME} has just been restarted"},{"triggerid":"393238","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337559","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"114606","description":"Less than 1 Go disk space on {HOSTNAME} in volume C:"},{"triggerid":"114608","description":"Less than 5% disk space on {HOSTNAME} in volume C:"}],"id":1}"
SRV0658;"{"jsonrpc":"2.0","result":[{"triggerid":"114535","description":"Zabbix agent is unreachable since 5 minutes"},{"triggerid":"114568","description":"{HOSTNAME} is unreachable"},{"triggerid":"114537","description":"{HOSTNAME} is unreachable"},{"triggerid":"392514","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336859","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424804","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425540","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"114550","description":"Service: DNS Client is not running"},{"triggerid":"114551","description":"Service: Event log is not running"},{"triggerid":"114552","description":"Service: Server is not running"},{"triggerid":"114553","description":"Service: Remote Procedure Call is not running"},{"triggerid":"114554","description":"Service: Task Scheduler is not running"},{"triggerid":"426276","description":"SentinelAgent service is down"},{"triggerid":"114555","description":"Service: Print Spooler is not running"},{"triggerid":"114558","description":"CPU System > 70% since 10min on {HOSTNAME}"},{"triggerid":"114559","description":"CPU System > 90% in last 15min"},{"triggerid":"114562","description":"{HOSTNAME} has just been restarted"},{"triggerid":"393239","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337560","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"114609","description":"Less than 1 Go disk space on {HOSTNAME} in volume C:"},{"triggerid":"114611","description":"Less than 5% disk space on {HOSTNAME} in volume C:"}],"id":1}"
SRV0677;"{"jsonrpc":"2.0","result":[{"triggerid":"114571","description":"Zabbix agent is unreachable since 5 minutes"},{"triggerid":"114604","description":"{HOSTNAME} is unreachable"},{"triggerid":"114573","description":"{HOSTNAME} is unreachable"},{"triggerid":"392515","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336860","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424805","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425541","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"114586","description":"Service: DNS Client is not running"},{"triggerid":"114587","description":"Service: Event log is not running"},{"triggerid":"114588","description":"Service: Server is not running"},{"triggerid":"114589","description":"Service: Remote Procedure Call is not running"},{"triggerid":"114590","description":"Service: Task Scheduler is not running"},{"triggerid":"426277","description":"SentinelAgent service is down"},{"triggerid":"114591","description":"Service: Print Spooler is not running"},{"triggerid":"114594","description":"CPU System > 70% since 10min on {HOSTNAME}"},{"triggerid":"114595","description":"CPU System > 90% in last 15min"},{"triggerid":"114598","description":"{HOSTNAME} has just been restarted"},{"triggerid":"393240","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337561","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"114612","description":"Less than 1 Go disk space on {HOSTNAME} in volume C:"},{"triggerid":"114614","description":"Less than 5% disk space on {HOSTNAME} in volume C:"}],"id":1}"
SRV0681;"{"jsonrpc":"2.0","result":[{"triggerid":"114616","description":"Zabbix agent is unreachable since 5 minutes"},{"triggerid":"114618","description":"{HOSTNAME} is unreachable"},{"triggerid":"392516","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336861","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424806","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425542","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"114631","description":"Service: DNS Client is not running"},{"triggerid":"114632","description":"Service: Event log is not running"},{"triggerid":"114633","description":"Service: Server is not running"},{"triggerid":"114634","description":"Service: Remote Procedure Call is not running"},{"triggerid":"114635","description":"Service: Task Scheduler is not running"},{"triggerid":"426278","description":"SentinelAgent service is down"},{"triggerid":"114636","description":"Service: Print Spooler is not running"},{"triggerid":"114639","description":"CPU System > 70% since 10min on {HOSTNAME}"},{"triggerid":"114640","description":"CPU System > 90% in last 15min"},{"triggerid":"114643","description":"{HOSTNAME} has just been restarted"},{"triggerid":"393241","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337562","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"114686","description":"Less than 1 Go disk space on {HOSTNAME} in volume C:"},{"triggerid":"114688","description":"Less than 5% disk space on {HOSTNAME} in volume C:"}],"id":1}"
SRV0682;"{"jsonrpc":"2.0","result":[{"triggerid":"114650","description":"Zabbix agent is unreachable since 5 minutes"},{"triggerid":"114652","description":"{HOSTNAME} is unreachable"},{"triggerid":"392517","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336862","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424807","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425543","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"114665","description":"Service: DNS Client is not running"},{"triggerid":"114666","description":"Service: Event log is not running"},{"triggerid":"114667","description":"Service: Server is not running"},{"triggerid":"220504","description":"AOS service is down"},{"triggerid":"114668","description":"Service: Remote Procedure Call is not running"},{"triggerid":"114669","description":"Service: Task Scheduler is not running"},{"triggerid":"426279","description":"SentinelAgent service is down"},{"triggerid":"114670","description":"Service: Print Spooler is not running"},{"triggerid":"114673","description":"CPU System > 70% since 10min on {HOSTNAME}"},{"triggerid":"114674","description":"CPU System > 90% in last 15min"},{"triggerid":"114677","description":"{HOSTNAME} has just been restarted"},{"triggerid":"393242","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337563","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"114689","description":"Less than 1 Go disk space on {HOSTNAME} in volume C:"},{"triggerid":"114691","description":"Less than 5% disk space on {HOSTNAME} in volume C:"}],"id":1}"
SRV0618;"{"jsonrpc":"2.0","result":[{"triggerid":"114699","description":"Zabbix agent is unreachable since 5 minutes"},{"triggerid":"114701","description":"{HOSTNAME} is unreachable"},{"triggerid":"392518","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336863","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424808","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425544","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"114714","description":"Service: DNS Client is not running"},{"triggerid":"114841","description":"Service: Dynamics AX Object Server 5.0$02-AXPREV2 is not running"},{"triggerid":"114715","description":"Service: Event log is not running"},{"triggerid":"114716","description":"Service: Server is not running"},{"triggerid":"114717","description":"Service: Remote Procedure Call is not running"},{"triggerid":"114718","description":"Service: Task Scheduler is not running"},{"triggerid":"426280","description":"SentinelAgent service is down"},{"triggerid":"114719","description":"Service: Print Spooler is not running"},{"triggerid":"114722","description":"CPU System > 70% since 10min on {HOSTNAME}"},{"triggerid":"114723","description":"CPU System > 90% in last 15min"},{"triggerid":"114726","description":"{HOSTNAME} has just been restarted"},{"triggerid":"393243","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337564","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"114988","description":"Less than 1 Go disk space on {HOSTNAME} in volume C:"},{"triggerid":"114992","description":"Less than 5% disk space on {HOSTNAME} in volume C:"},{"triggerid":"114989","description":"Less than 1 Go disk space on {HOSTNAME} in volume D:"},{"triggerid":"114993","description":"Less than 5% disk space on {HOSTNAME} in volume D:"}],"id":1}"
SRV0619;"{"jsonrpc":"2.0","result":[{"triggerid":"114733","description":"Zabbix agent is unreachable since 5 minutes"},{"triggerid":"114735","description":"{HOSTNAME} is unreachable"},{"triggerid":"392519","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336864","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424809","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425545","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"114748","description":"Service: DNS Client is not running"},{"triggerid":"114842","description":"Service: Dynamics AX Object Server 5.0$02-AXPREV2 is not running"},{"triggerid":"114749","description":"Service: Event log is not running"},{"triggerid":"114750","description":"Service: Server is not running"},{"triggerid":"114751","description":"Service: Remote Procedure Call is not running"},{"triggerid":"114752","description":"Service: Task Scheduler is not running"},{"triggerid":"426281","description":"SentinelAgent service is down"},{"triggerid":"114753","description":"Service: Print Spooler is not running"},{"triggerid":"114756","description":"CPU System > 70% since 10min on {HOSTNAME}"},{"triggerid":"114757","description":"CPU System > 90% in last 15min"},{"triggerid":"114760","description":"{HOSTNAME} has just been restarted"},{"triggerid":"393244","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337565","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"116510","description":"Less than 1 Go disk space on {HOSTNAME} in volume C:"},{"triggerid":"116514","description":"Less than 5% disk space on {HOSTNAME} in volume C:"},{"triggerid":"116511","description":"Less than 1 Go disk space on {HOSTNAME} in volume D:"},{"triggerid":"116515","description":"Less than 5% disk space on {HOSTNAME} in volume D:"}],"id":1}"
SRV0620;"{"jsonrpc":"2.0","result":[{"triggerid":"114767","description":"Zabbix agent is unreachable since 5 minutes"},{"triggerid":"114769","description":"{HOSTNAME} is unreachable"},{"triggerid":"392520","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336865","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424810","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425546","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"114782","description":"Service: DNS Client is not running"},{"triggerid":"114843","description":"Service: Dynamics AX Object Server 5.0$02-AXPREV2 is not running"},{"triggerid":"114783","description":"Service: Event log is not running"},{"triggerid":"114784","description":"Service: Server is not running"},{"triggerid":"114785","description":"Service: Remote Procedure Call is not running"},{"triggerid":"114786","description":"Service: Task Scheduler is not running"},{"triggerid":"426282","description":"SentinelAgent service is down"},{"triggerid":"114787","description":"Service: Print Spooler is not running"},{"triggerid":"114790","description":"CPU System > 70% since 10min on {HOSTNAME}"},{"triggerid":"114791","description":"CPU System > 90% in last 15min"},{"triggerid":"114794","description":"{HOSTNAME} has just been restarted"},{"triggerid":"393245","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337566","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"114957","description":"Less than 1 Go disk space on {HOSTNAME} in volume C:"},{"triggerid":"114961","description":"Less than 5% disk space on {HOSTNAME} in volume C:"},{"triggerid":"114958","description":"Less than 1 Go disk space on {HOSTNAME} in volume D:"},{"triggerid":"114962","description":"Less than 5% disk space on {HOSTNAME} in volume D:"}],"id":1}"
SRV0621;"{"jsonrpc":"2.0","result":[{"triggerid":"114801","description":"Zabbix agent is unreachable since 5 minutes"},{"triggerid":"114803","description":"{HOSTNAME} is unreachable"},{"triggerid":"392521","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336866","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424811","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425547","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"114816","description":"Service: DNS Client is not running"},{"triggerid":"114840","description":"Service: Dynamics AX Object Server 5.0$02-AXPREV2 is not running"},{"triggerid":"114817","description":"Service: Event log is not running"},{"triggerid":"114818","description":"Service: Server is not running"},{"triggerid":"114819","description":"Service: Remote Procedure Call is not running"},{"triggerid":"114820","description":"Service: Task Scheduler is not running"},{"triggerid":"426283","description":"SentinelAgent service is down"},{"triggerid":"114821","description":"Service: Print Spooler is not running"},{"triggerid":"114824","description":"CPU System > 70% since 10min on {HOSTNAME}"},{"triggerid":"114825","description":"CPU System > 90% in last 15min"},{"triggerid":"114828","description":"{HOSTNAME} has just been restarted"},{"triggerid":"393246","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337567","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"115044","description":"Less than 1 Go disk space on {HOSTNAME} in volume C:"},{"triggerid":"115048","description":"Less than 5% disk space on {HOSTNAME} in volume C:"},{"triggerid":"115045","description":"Less than 1 Go disk space on {HOSTNAME} in volume D:"},{"triggerid":"115049","description":"Less than 5% disk space on {HOSTNAME} in volume D:"}],"id":1}"
SRV0684;"{"jsonrpc":"2.0","result":[{"triggerid":"115052","description":"Zabbix agent is unreachable since 5 minutes"},{"triggerid":"115088","description":"Zabbix_agentd not responding on {HOSTNAME}"},{"triggerid":"115054","description":"{HOSTNAME} is unreachable"},{"triggerid":"392088","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336457","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424369","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425105","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"118928","description":"AOS service is down"},{"triggerid":"425841","description":"SentinelAgent service is down"},{"triggerid":"115075","description":"CPU System > 80% since 10min on {HOSTNAME}"},{"triggerid":"115076","description":"CPU System > 95% in last 15min"},{"triggerid":"392813","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337158","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"135137","description":"Memory > 99% in last 30min on {HOSTNAME}"},{"triggerid":"115282","description":"Low disk space left on {HOST.NAME}\\C: (<1GB & <5%)"},{"triggerid":"115284","description":"Less than 5% disk space on {HOST.NAME} in volume C:"}],"id":1}"
SRV0687;"{"jsonrpc":"2.0","result":[{"triggerid":"115091","description":"Zabbix agent is unreachable since 5 minutes"},{"triggerid":"115093","description":"{HOSTNAME} is unreachable"},{"triggerid":"392089","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336458","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424370","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425106","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"118926","description":"AOS service is down"},{"triggerid":"115089","description":"AOS service is down"},{"triggerid":"425842","description":"SentinelAgent service is down"},{"triggerid":"115114","description":"CPU System > 80% since 10min on {HOSTNAME}"},{"triggerid":"115115","description":"CPU System > 95% in last 15min"},{"triggerid":"392814","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337159","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"135138","description":"Memory > 99% in last 30min on {HOSTNAME}"},{"triggerid":"115285","description":"Low disk space left on {HOST.NAME}\\C: (<1GB & <5%)"},{"triggerid":"115287","description":"Less than 5% disk space on {HOST.NAME} in volume C:"}],"id":1}"
SRV0688;"{"jsonrpc":"2.0","result":[{"triggerid":"115131","description":"Zabbix agent is unreachable since 5 minutes"},{"triggerid":"115167","description":"Zabbix_agentd not responding on {HOSTNAME}"},{"triggerid":"115133","description":"{HOSTNAME} is unreachable"},{"triggerid":"392090","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336459","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424371","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425107","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"118925","description":"AOS service is down"},{"triggerid":"425843","description":"SentinelAgent service is down"},{"triggerid":"115154","description":"CPU System > 80% since 10min on {HOSTNAME}"},{"triggerid":"115155","description":"CPU System > 95% in last 15min"},{"triggerid":"392815","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337160","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"135139","description":"Memory > 99% in last 30min on {HOSTNAME}"},{"triggerid":"115288","description":"Low disk space left on {HOST.NAME}\\C: (<1GB & <5%)"},{"triggerid":"115290","description":"Less than 5% disk space on {HOST.NAME} in volume C:"}],"id":1}"
SRV0689;"{"jsonrpc":"2.0","result":[{"triggerid":"115170","description":"Zabbix agent is unreachable since 5 minutes"},{"triggerid":"115206","description":"Zabbix_agentd not responding on {HOSTNAME}"},{"triggerid":"115172","description":"{HOSTNAME} is unreachable"},{"triggerid":"392091","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336460","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424372","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425108","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"118927","description":"AOS service is down"},{"triggerid":"425844","description":"SentinelAgent service is down"},{"triggerid":"115193","description":"CPU System > 80% since 10min on {HOSTNAME}"},{"triggerid":"115194","description":"CPU System > 95% in last 15min"},{"triggerid":"392816","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337161","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"135140","description":"Memory > 99% in last 30min on {HOSTNAME}"},{"triggerid":"115291","description":"Low disk space left on {HOST.NAME}\\C: (<1GB & <5%)"},{"triggerid":"115293","description":"Less than 5% disk space on {HOST.NAME} in volume C:"}],"id":1}"
SRV0683;"{"jsonrpc":"2.0","result":[{"triggerid":"115208","description":"Zabbix agent is unreachable since 5 minutes"},{"triggerid":"115210","description":"{HOSTNAME} is unreachable"},{"triggerid":"392106","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336475","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424387","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425123","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"121533","description":"Service: AppFabricCachingService is not running"},{"triggerid":"121532","description":"Service: Claims to Windows Token Service is not running"},{"triggerid":"121531","description":"Service: IKE and AuthIP IPsec Keying Modules is not running"},{"triggerid":"121530","description":"Service: MSSQLSERVER is not running"},{"triggerid":"425859","description":"SentinelAgent service is down"},{"triggerid":"121529","description":"Service: SharePoint Administration is not running"},{"triggerid":"121528","description":"Service: SharePoint Timer Service is not running"},{"triggerid":"165155","description":"Service: SharePoint 2010 Tracing is not running"},{"triggerid":"121527","description":"Service: SQL Server VSS Writer is not running"},{"triggerid":"121526","description":"Service: World Wide Web Publishing Service is not running"},{"triggerid":"115231","description":"CPU System > 80% since 10min on {HOSTNAME}"},{"triggerid":"115232","description":"CPU System > 95% in last 15min"},{"triggerid":"392831","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337176","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"135157","description":"Memory > 99% in last 30min on {HOSTNAME}"},{"triggerid":"115294","description":"Low disk space left on {HOST.NAME}\\C: (<1GB & <5%)"},{"triggerid":"115296","description":"Less than 5% disk space on {HOST.NAME} in volume C:"},{"triggerid":"118262","description":"Vendor portal is KO on 8080"},{"triggerid":"118264","description":"Vendor portal is KO on 8080 or 8081"},{"triggerid":"118263","description":"Vendor portal is KO on 8081"}],"id":1}"
SRV0690;"{"jsonrpc":"2.0","result":[{"triggerid":"115244","description":"Zabbix agent is unreachable since 5 minutes"},{"triggerid":"115246","description":"{HOSTNAME} is unreachable"},{"triggerid":"392092","description":"TRAPS Cortex CPU usage > 50% in last 15min"},{"triggerid":"336461","description":"TRAPS CPU usage > 50% in last 15min"},{"triggerid":"424373","description":"SentinelAgent CPU usage > 50% in last 15min"},{"triggerid":"425109","description":"SentinelAgent Memory usage > 50% in last 15min"},{"triggerid":"425845","description":"SentinelAgent service is down"},{"triggerid":"115267","description":"CPU System > 80% since 10min on {HOSTNAME}"},{"triggerid":"115268","description":"CPU System > 95% in last 15min"},{"triggerid":"392817","description":"TRAPS Cortex Memory usage > 50% in last 15min"},{"triggerid":"337162","description":"TRAPS Memory usage > 50% in last 15min"},{"triggerid":"135141","description":"Memory > 99% in last 30min on {HOSTNAME}"},{"triggerid":"115297","description":"Low disk space left on {HOST.NAME}\\C: (<1GB & <5%)"},{"triggerid":"115299","description":"Less than 5% disk space on {HOST.NAME} in volume C:"}],"id":1}"
